Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,Player-additional
295,Von Wafer,26,ORL,SG,33,1,469,71,157,.452,14,39,.359,57,118,.483,.497,38,54,.704,6,39,45,29,10,3,35,26,194,0,,wafervo01
296,Jordan Hill,24,2TM,C,39,8,551,82,165,.497,0,3,.000,82,162,.506,.497,30,47,.638,61,125,186,16,14,27,31,71,194,0,,hilljo01
296,Jordan Hill,24,HOU,C,32,7,469,68,135,.504,0,3,.000,68,132,.515,.504,25,39,.641,47,108,155,14,9,21,24,60,161,0,,hilljo01
296,Jordan Hill,24,LAL,C,7,1,82,14,30,.467,0,0,,14,30,.467,.467,5,8,.625,14,17,31,2,5,6,7,11,33,0,,hilljo01
297,Damien Wilkins,32,DET,SF,60,2,922,76,193,.394,7,23,.304,69,170,.406,.412,34,54,.630,22,78,100,44,29,13,30,85,193,0,,wilkida02
298,Aaron Gray,27,TOR,C,49,40,813,83,161,.516,0,0,,83,161,.516,.516,25,47,.532,83,198,281,27,22,17,51,127,191,0,,grayaa01
299,James Anderson,22,SAS,SG,51,2,603,66,174,.379,19,68,.279,47,106,.443,.434,39,52,.750,16,63,79,41,8,2,30,35,190,0,,anderja01
300,Henry Walker,24,NYK,SG,32,8,620,68,171,.398,36,113,.319,32,58,.552,.503,17,20,.850,9,71,80,37,19,7,35,84,189,0,,walkebi01
301,Troy Murphy,31,LAL,PF,59,0,956,77,171,.450,28,67,.418,49,104,.471,.532,6,9,.667,40,151,191,51,15,16,26,98,188,0,,murphtr01
302,Larry Sanders,23,MIL,PF,52,0,643,84,184,.457,0,2,.000,84,182,.462,.457,18,38,.474,62,98,160,33,32,76,43,133,186,0,,sandela01
303,Eric Gordon,23,NOH,SG,9,9,310,63,140,.450,10,40,.250,53,100,.530,.486,49,65,.754,2,23,25,31,13,4,24,20,185,0,,gordoer01
304,James Jones,31,MIA,SG,51,10,666,57,150,.380,46,114,.404,11,36,.306,.533,25,30,.833,6,43,49,19,17,9,10,45,185,0,,jonesja02
305,Donald Sloan,24,3TM,PG,33,11,669,79,198,.399,2,25,.080,77,173,.445,.404,23,30,.767,18,49,67,105,13,3,49,37,183,0,,sloando01
305,Donald Sloan,24,ATL,PG,5,0,20,3,8,.375,0,1,.000,3,7,.429,.375,0,0,,1,4,5,5,1,0,2,3,6,0,,sloando01
305,Donald Sloan,24,NOH,PG,3,0,41,5,14,.357,0,2,.000,5,12,.417,.357,2,4,.500,2,1,3,8,2,0,5,2,12,0,,sloando01
305,Donald Sloan,24,CLE,PG,25,11,608,71,176,.403,2,22,.091,69,154,.448,.409,21,26,.808,15,44,59,92,10,3,42,32,165,0,,sloando01
306,Keyon Dooling,31,BOS,SG,46,2,662,66,163,.405,27,81,.333,39,82,.476,.488,23,31,.742,3,36,39,51,13,2,34,57,182,0,,doolike01
307,Baron Davis,32,NYK,PG,29,14,595,68,184,.370,26,85,.306,42,99,.424,.440,16,24,.667,13,43,56,135,34,3,76,61,178,0,,davisba01
308,Andrew Goudelock,23,LAL,SG,40,0,419,68,174,.391,28,75,.373,40,99,.404,.471,11,12,.917,5,26,31,20,4,0,21,32,175,0,,goudean01
309,Lester Hudson,27,2TM,PG,16,0,334,62,162,.383,16,64,.250,46,98,.469,.432,34,41,.829,7,39,46,36,14,3,32,26,174,0,,hudsole01
309,Lester Hudson,27,CLE,PG,13,0,314,59,151,.391,15,61,.246,44,90,.489,.440,32,38,.842,7,39,46,35,14,3,30,26,165,0,,hudsole01
309,Lester Hudson,27,MEM,PG,3,0,20,3,11,.273,1,3,.333,2,8,.250,.318,2,3,.667,0,0,0,1,0,0,2,0,9,0,,hudsole01
310,Manny Harris,22,CLE,SG,26,5,456,60,150,.400,12,36,.333,48,114,.421,.440,41,59,.695,11,59,70,31,13,6,27,28,173,0,,harrima01
311,Chuck Hayes,28,SAC,C,54,9,1039,73,170,.429,0,2,.000,73,168,.435,.429,26,39,.667,72,162,234,77,36,17,50,111,172,0,,hayesch01
312,A.J. Price,25,IND,PG,44,1,568,59,174,.339,26,88,.295,33,86,.384,.414,28,35,.800,13,48,61,86,20,2,32,30,172,0,,priceaj01
313,Nazr Mohammed,34,OKC,C,63,1,692,79,169,.467,0,1,.000,79,168,.470,.467,13,23,.565,59,111,170,14,20,37,26,101,171,0,,mohamna01
314,Jared Jeffries,30,NYK,PF,39,4,729,59,144,.410,3,16,.188,56,128,.438,.420,49,72,.681,69,83,152,26,29,25,29,89,170,0,,jeffrja01
315,Lavoy Allen,22,PHI,PF,41,15,624,79,167,.473,0,0,,79,167,.473,.473,11,14,.786,47,124,171,34,13,18,20,73,169,0,,allenla01
316,Chris Andersen,33,DEN,C,32,1,486,59,108,.546,0,0,,59,108,.546,.546,50,82,.610,48,100,148,6,19,46,17,52,168,0,,anderch01
317,Travis Outlaw,27,SAC,SF,39,5,500,60,175,.343,16,60,.267,44,115,.383,.389,31,46,.674,19,42,61,16,19,21,20,34,167,0,,outlatr01
318,Nolan Smith,23,POR,PG,44,4,541,67,180,.372,13,45,.289,54,135,.400,.408,20,28,.714,17,39,56,62,18,3,42,55,167,0,,smithno01
319,Lance Thomas,23,NOH,PF,42,10,630,57,126,.452,0,1,.000,57,125,.456,.452,52,62,.839,49,77,126,12,10,7,24,78,166,0,,thomala01
320,Patty Mills,23,SAS,PG,16,3,261,63,130,.485,24,56,.429,39,74,.527,.577,15,15,1.000,4,24,28,39,10,1,26,14,165,0,,millspa02
321,Alan Anderson,29,TOR,SF,17,12,461,55,142,.387,24,61,.393,31,81,.383,.472,29,34,.853,8,26,34,26,5,3,25,35,163,0,,anderal01
322,Josh Harrellson,22,NYK,PF,37,4,540,63,149,.423,20,59,.339,43,90,.478,.490,16,26,.615,47,97,144,11,23,20,20,48,162,0,,harrejo01
323,Greg Stiemsma,26,BOS,C,55,3,766,66,121,.545,0,0,,66,121,.545,.545,29,41,.707,48,129,177,28,37,85,33,144,161,0,,stiemgr01
324,Kurt Thomas,39,POR,C,53,3,803,73,157,.465,0,0,,73,157,.465,.465,14,20,.700,39,149,188,46,24,31,31,123,160,0,,thomaku01
325,Cartier Martin,27,WAS,SF,17,2,391,59,134,.440,29,75,.387,30,59,.508,.549,11,19,.579,12,46,58,10,11,2,13,35,158,0,,martica01
326,Craig Smith,28,POR,PF,47,0,464,59,117,.504,0,1,.000,59,116,.509,.504,38,53,.717,33,77,110,19,16,5,24,55,156,0,,smithcr01
327,Chris Wilcox,29,BOS,C,28,4,481,64,107,.598,0,0,,64,107,.598,.598,24,39,.615,38,84,122,12,11,9,30,64,152,0,,wilcoch01
328,Cory Higgins,22,CHA,PG,38,0,423,52,160,.325,4,20,.200,48,140,.343,.338,42,60,.700,7,28,35,36,5,6,39,40,150,0,,higgico01
329,Earl Watson,32,UTA,PG,50,2,1033,54,160,.338,10,52,.192,44,108,.407,.369,31,46,.674,30,91,121,217,54,22,85,105,149,0,,watsoea01
330,DeShawn Stevenson,30,NJN,SF,51,30,960,49,172,.285,41,145,.283,8,27,.296,.404,9,16,.563,7,94,101,41,19,4,19,59,148,0,,stevede01
331,Matt Carroll,31,CHA,SG,53,2,596,52,157,.331,8,43,.186,44,114,.386,.357,30,38,.789,8,50,58,38,16,7,24,52,142,0,,carroma01
332,Reggie Jackson,21,OKC,PG,45,0,501,51,159,.321,13,62,.210,38,97,.392,.362,25,29,.862,14,39,53,71,25,1,36,31,140,0,,jacksre01
333,Josh McRoberts,24,LAL,PF,50,6,718,56,118,.475,3,7,.429,53,111,.477,.487,23,36,.639,61,110,171,51,15,18,31,74,138,0,,mcrobjo01
334,Jamaal Tinsley,33,UTA,PG,37,1,507,57,141,.404,10,37,.270,47,104,.452,.440,13,17,.765,6,39,45,123,17,8,52,47,137,0,,tinslja01
335,Andrew Bogut,27,MIL,C,12,12,364,61,136,.449,0,1,.000,61,135,.452,.449,14,23,.609,22,78,100,31,12,24,24,36,136,0,,bogutan01
336,Al Horford,25,ATL,C,11,11,348,57,103,.553,0,1,.000,57,102,.559,.553,22,30,.733,26,51,77,24,10,14,16,21,136,0,,horfoal01
337,Darko Miličić,26,MIN,C,29,23,472,59,130,.454,0,0,,59,130,.454,.454,16,37,.432,35,62,97,17,9,25,32,59,134,0,,milicda01
338,Eric Bledsoe,22,LAC,PG,40,1,464,49,126,.389,6,30,.200,43,96,.448,.413,28,44,.636,22,43,65,66,31,14,47,58,132,0,,bledser01
339,Ronnie Price,28,PHO,PG,36,8,517,49,130,.377,13,44,.295,36,86,.419,.427,20,25,.800,18,38,56,67,34,3,46,72,131,0,,pricero01
340,Jonny Flynn,22,2TM,PG,29,1,416,46,131,.351,10,34,.294,36,97,.371,.389,29,39,.744,8,31,39,96,6,2,36,23,131,0,,flynnjo01
340,Jonny Flynn,22,HOU,PG,11,0,135,12,41,.293,2,9,.222,10,32,.313,.317,11,14,.786,1,7,8,28,3,1,9,8,37,0,,flynnjo01
340,Jonny Flynn,22,POR,PG,18,1,281,34,90,.378,8,25,.320,26,65,.400,.422,18,25,.720,7,24,31,68,3,1,27,15,94,0,,flynnjo01
341,Ryan Hollins,27,2TM,C,39,8,522,46,84,.548,0,0,,46,84,.548,.548,39,75,.520,34,48,82,9,5,17,35,78,131,0,,holliry01
341,Ryan Hollins,27,CLE,C,24,7,362,28,56,.500,0,0,,28,56,.500,.500,33,55,.600,25,31,56,6,4,12,24,55,89,0,,holliry01
341,Ryan Hollins,27,BOS,C,15,1,160,18,28,.643,0,0,,18,28,.643,.643,6,20,.300,9,17,26,3,1,5,11,23,42,0,,holliry01
342,Mehmet Okur,32,NJN,C,17,14,454,52,139,.374,23,72,.319,29,67,.433,.457,3,5,.600,22,59,81,30,9,5,25,45,130,0,,okurme01
343,Jeremy Pargo,25,MEM,PG,44,5,424,50,150,.333,10,38,.263,40,112,.357,.367,16,27,.593,12,25,37,55,15,0,46,46,126,0,,pargoje01
344,Jermaine O'Neal,33,BOS,C,25,24,570,52,120,.433,0,0,,52,120,.433,.433,21,31,.677,37,98,135,10,8,43,21,80,125,0,,onealje01
345,Earl Clark,24,ORL,PF,45,1,559,51,139,.367,0,0,,51,139,.367,.367,21,29,.724,35,89,124,18,12,32,25,72,123,0,,clarkea01
346,Marquis Daniels,31,BOS,SG,38,0,484,52,143,.364,0,10,.000,52,133,.391,.364,17,23,.739,16,50,66,47,21,9,28,36,121,0,,daniema01
347,Sasha Pavlović,28,BOS,SF,45,7,527,50,128,.391,17,58,.293,33,70,.471,.457,3,8,.375,4,68,72,18,20,15,20,54,120,0,,pavloal01
348,Maurice Evans,33,WAS,SF,24,0,343,45,112,.402,17,45,.378,28,67,.418,.478,10,13,.769,8,16,24,9,14,0,10,36,117,0,,evansma01
349,Jordan Hamilton,21,DEN,SF,26,2,258,48,111,.432,17,47,.362,31,64,.484,.509,2,5,.400,11,51,62,20,4,3,16,15,115,0,,hamiljo02
350,JaJuan Johnson,22,BOS,PF,36,0,298,54,121,.446,0,0,,54,121,.446,.446,6,9,.667,20,38,58,6,5,14,14,25,114,0,,johnsja02
351,Sam Young,26,2TM,SF,35,2,375,45,127,.354,5,17,.294,40,110,.364,.374,19,26,.731,20,42,62,15,17,6,16,23,114,0,,youngsa01
351,Sam Young,26,MEM,SF,21,2,240,32,83,.386,0,9,.000,32,74,.432,.386,10,12,.833,14,27,41,9,11,2,9,12,74,0,,youngsa01
351,Sam Young,26,PHI,SF,14,0,135,13,44,.295,5,8,.625,8,36,.222,.352,9,14,.643,6,15,21,6,6,4,7,11,40,0,,youngsa01
352,Shawne Williams,25,NJN,SF,25,6,514,42,147,.286,21,87,.241,21,60,.350,.357,8,11,.727,20,48,68,16,10,11,13,44,113,0,,willish03
353,Rasual Butler,32,TOR,SF,34,14,453,41,133,.308,21,77,.273,20,56,.357,.387,7,12,.583,6,60,66,19,7,5,15,39,110,0,,butlera01
354,E'Twaun Moore,22,BOS,PG,38,0,331,43,113,.381,17,45,.378,26,68,.382,.456,7,7,1.000,4,29,33,34,11,3,21,33,110,0,,mooreet01
355,Jimmy Butler,22,CHI,SG,42,0,359,32,79,.405,2,11,.182,30,68,.441,.418,43,56,.768,23,33,56,14,11,5,14,20,109,0,,butleji01
356,Jerry Stackhouse,37,ATL,SF,30,0,273,37,100,.370,13,38,.342,24,62,.387,.435,21,23,.913,6,17,23,14,10,3,13,12,108,0,,stackje01
357,DeMarre Carroll,25,2TM,PF,24,9,348,43,105,.410,7,19,.368,36,86,.419,.443,14,16,.875,28,25,53,18,12,1,11,37,107,0,,carrode01
357,DeMarre Carroll,25,DEN,PF,4,0,21,6,6,1.000,0,0,,6,6,1.000,1.000,0,0,,0,3,3,3,0,0,2,1,12,0,,carrode01
357,DeMarre Carroll,25,UTA,SF,20,9,327,37,99,.374,7,19,.368,30,80,.375,.409,14,16,.875,28,22,50,15,12,1,9,36,95,0,,carrode01
358,Dexter Pittman,23,MIA,C,35,6,301,44,94,.468,0,0,,44,94,.468,.468,18,28,.643,27,44,71,9,8,8,17,73,106,0,,pittmde01
359,Lance Stephenson,21,IND,SG,42,1,442,47,125,.376,4,30,.133,43,95,.453,.392,8,17,.471,12,41,53,46,21,5,36,30,106,0,,stephla01
360,Reggie Evans,31,LAC,PF,56,0,771,34,72,.472,0,0,,34,72,.472,.472,36,71,.507,100,171,271,17,31,6,44,118,104,0,,evansre01
361,Mike Bibby,33,NYK,PG,39,4,557,35,124,.282,27,85,.318,8,39,.205,.391,6,8,.750,5,54,59,80,21,3,20,45,103,0,,bibbymi01
362,Josh Childress,28,PHO,SF,34,0,491,48,99,.485,4,24,.167,44,75,.587,.505,0,2,.000,31,64,95,34,14,6,9,38,100,0,,childjo01
363,Semih Erden,25,CLE,C,28,9,333,39,74,.527,0,0,,39,74,.527,.527,21,41,.512,20,52,72,9,10,5,16,60,99,0,,erdense01
364,James Singleton,30,WAS,PF,12,0,262,41,75,.547,2,9,.222,39,66,.591,.560,14,15,.933,25,56,81,15,9,8,10,27,98,0,,singlja01
365,Devin Ebanks,22,LAL,SG,24,12,396,37,89,.416,0,9,.000,37,80,.463,.416,23,35,.657,26,28,54,12,11,6,18,26,97,0,,ebankde01
366,Brook Lopez,23,NJN,C,5,5,136,38,77,.494,0,0,,38,77,.494,.494,20,32,.625,8,10,18,6,1,4,6,8,96,0,,lopezbr01
367,Charlie Villanueva,27,DET,PF,13,0,180,35,91,.385,15,45,.333,20,46,.435,.467,6,7,.857,9,39,48,6,7,5,7,25,91,0,,villach01
368,Dominique Jones,23,DAL,SG,33,1,268,29,73,.397,1,8,.125,28,65,.431,.404,29,37,.784,9,35,44,42,10,5,28,28,88,0,,jonesdo02
369,Elliot Williams,22,POR,SG,24,0,149,37,74,.500,8,27,.296,29,47,.617,.554,6,18,.333,7,12,19,6,6,3,5,18,88,0,,williel01
370,Ben Wallace,37,DET,C,62,11,980,34,86,.395,1,4,.250,33,82,.402,.401,16,47,.340,81,188,269,43,47,51,34,60,85,0,,wallabe01
371,Walker Russell,29,DET,PG,28,0,357,33,95,.347,4,13,.308,29,82,.354,.368,14,22,.636,7,19,26,58,18,1,33,29,84,0,,russewa02
372,Ben Uzoh,23,2TM,PG,18,8,370,35,99,.354,0,1,.000,35,98,.357,.354,11,19,.579,19,48,67,61,17,3,19,31,81,1,,uzohbe01
372,Ben Uzoh,23,CLE,PG,2,0,13,2,5,.400,0,0,,2,5,.400,.400,0,0,,2,2,4,2,1,0,0,1,4,0,,uzohbe01
372,Ben Uzoh,23,TOR,PG,16,8,357,33,94,.351,0,1,.000,33,93,.355,.351,11,19,.579,17,46,63,59,16,3,19,30,77,1,,uzohbe01
373,Brian Cook,31,2TM,PF,32,0,276,31,98,.316,10,50,.200,21,48,.438,.367,9,10,.900,10,53,63,10,6,5,11,48,81,0,,cookbr01
373,Brian Cook,31,LAC,PF,16,0,121,11,49,.224,5,27,.185,6,22,.273,.276,4,4,1.000,4,19,23,2,2,4,4,26,31,0,,cookbr01
373,Brian Cook,31,WAS,PF,16,0,155,20,49,.408,5,23,.217,15,26,.577,.459,5,6,.833,6,34,40,8,4,1,7,22,50,0,,cookbr01
374,Terrel Harris,24,MIA,SG,22,1,318,29,83,.349,8,39,.205,21,44,.477,.398,14,21,.667,18,33,51,26,9,2,25,34,80,0,,harrite01
375,Bobby Simmons,31,LAC,SF,28,0,418,28,90,.311,20,60,.333,8,30,.267,.422,4,7,.571,17,38,55,11,15,3,10,41,80,0,,simmobo01
376,Andris Biedriņš,25,GSW,C,47,35,739,39,64,.609,0,0,,39,64,.609,.609,1,9,.111,45,131,176,16,23,45,14,125,79,0,,biedran01
377,Yi Jianlian,24,DAL,PF,30,0,203,31,82,.378,3,10,.300,28,72,.389,.396,14,21,.667,12,37,49,5,7,8,14,23,79,0,,jianlyi01
378,Wilson Chandler,24,DEN,SF,8,6,215,31,79,.392,3,12,.250,28,67,.418,.411,10,12,.833,6,35,41,17,6,6,18,18,75,0,,chandwi01
379,Ryan Gomes,29,LAC,SF,32,2,425,31,95,.326,4,29,.138,27,66,.409,.347,8,11,.727,14,47,61,12,16,0,15,34,74,0,,gomesry01
380,Gilbert Arenas,30,MEM,PG,17,0,211,26,64,.406,13,39,.333,13,25,.520,.508,7,10,.700,2,16,18,18,11,1,12,35,72,0,,arenagi01
381,Ish Smith,23,2TM,PG,26,1,234,31,81,.383,3,9,.333,28,72,.389,.401,7,10,.700,7,28,35,41,15,2,13,15,72,0,,smithis01
381,Ish Smith,23,GSW,PG,6,1,63,12,30,.400,2,5,.400,10,25,.400,.433,1,2,.500,2,7,9,9,4,0,1,4,27,0,,smithis01
381,Ish Smith,23,ORL,PG,20,0,171,19,51,.373,1,4,.250,18,47,.383,.382,6,8,.750,5,21,26,32,11,2,12,11,45,0,,smithis01
382,Royal Ivey,30,OKC,SG,34,0,354,26,73,.356,18,53,.340,8,20,.400,.479,1,8,.125,1,23,24,10,14,0,9,36,71,0,,iveyro01
383,Hamed Haddadi,26,MEM,C,35,0,206,26,48,.542,0,1,.000,26,47,.553,.542,18,26,.692,28,43,71,8,1,26,21,43,70,0,,haddaha01
384,Chris Wright,23,GSW,SF,24,1,186,23,45,.511,0,0,,23,45,.511,.511,24,31,.774,19,26,45,4,7,13,8,22,70,0,,wrighch01
385,DaJuan Summers,24,NOH,SF,15,6,209,28,65,.431,5,16,.313,23,49,.469,.469,7,9,.778,8,15,23,10,7,0,8,31,68,0,,summeda01
386,Jerome Dyson,24,NOH,PG,9,1,180,19,48,.396,1,8,.125,18,40,.450,.406,28,36,.778,2,17,19,18,11,2,20,19,67,0,,dysonje01
387,Solomon Jones,27,2TM,PF,21,1,292,24,61,.393,0,0,,24,61,.393,.393,19,23,.826,32,26,58,9,9,11,18,43,67,0,,jonesso01
387,Solomon Jones,27,LAC,PF,10,0,96,1,8,.125,0,0,,1,8,.125,.125,4,5,.800,11,6,17,2,4,5,5,12,6,0,,jonesso01
387,Solomon Jones,27,NOH,C,11,1,196,23,53,.434,0,0,,23,53,.434,.434,15,18,.833,21,20,41,7,5,6,13,31,61,0,,jonesso01
388,Josh Selby,20,MEM,PG,28,0,237,25,72,.347,2,15,.133,23,57,.404,.361,11,14,.786,2,13,15,30,7,0,29,17,63,0,ROY-12,selbyjo01
389,Jeremy Evans,24,UTA,SF,29,0,217,27,42,.643,0,1,.000,27,41,.659,.643,8,16,.500,19,31,50,13,6,24,5,23,62,0,,evansje01
390,Malcolm Lee,21,MIN,SG,19,0,243,23,59,.390,2,10,.200,21,49,.429,.407,14,17,.824,9,17,26,31,8,4,17,22,62,0,,leema01
391,Luke Harangody,24,CLE,PF,21,1,231,23,65,.354,5,21,.238,18,44,.409,.392,9,12,.750,20,33,53,6,6,3,4,17,60,0,,haranlu01
392,Cory Joseph,20,SAS,PG,29,1,266,22,70,.314,3,15,.200,19,55,.345,.336,11,17,.647,5,20,25,34,7,3,12,16,58,0,,josepco01
393,Eduardo Nájera,35,CHA,PF,22,0,270,24,64,.375,8,29,.276,16,35,.457,.438,2,4,.500,11,39,50,12,19,4,7,40,58,0,,najered01
394,Cole Aldrich,23,OKC,C,26,0,173,22,42,.524,0,0,,22,42,.524,.524,13,14,.929,13,35,48,3,8,16,9,22,57,0,,aldrico01
395,Kwame Brown,29,GSW,C,9,3,187,21,40,.525,0,0,,21,40,.525,.525,15,34,.441,16,41,57,4,8,0,14,21,57,0,,brownkw01
396,Trey Thompkins,21,LAC,C,24,0,119,24,61,.393,4,13,.308,20,48,.417,.426,5,7,.714,4,20,24,3,3,3,6,10,57,0,,thomptr02
397,Mickell Gladness,25,2TM,PF,26,7,252,25,59,.424,0,0,,25,59,.424,.424,6,12,.500,14,44,58,5,4,20,7,32,56,0,,gladnmi01
397,Mickell Gladness,25,MIA,PF,8,0,28,1,3,.333,0,0,,1,3,.333,.333,0,0,,1,10,11,2,1,1,3,8,2,0,,gladnmi01
397,Mickell Gladness,25,GSW,PF,18,7,224,24,56,.429,0,0,,24,56,.429,.429,6,12,.500,13,34,47,3,3,19,4,24,54,0,,gladnmi01
398,Joel Przybilla,32,POR,C,27,19,449,22,48,.458,0,0,,22,48,.458,.458,11,18,.611,29,109,138,6,4,16,22,66,55,0,,przybjo01
399,Luke Walton,31,2TM,PF,30,0,364,24,65,.369,7,20,.350,17,45,.378,.423,0,0,,13,36,49,35,5,1,27,41,55,0,,waltolu01
399,Luke Walton,31,LAL,SF,9,0,65,6,14,.429,0,4,.000,6,10,.600,.429,0,0,,6,8,14,5,2,0,2,9,12,0,,waltolu01
399,Luke Walton,31,CLE,PF,21,0,299,18,51,.353,7,16,.438,11,35,.314,.422,0,0,,7,28,35,30,3,1,25,32,43,0,,waltolu01
400,Chris Johnson,26,2TM,C,27,0,175,20,41,.488,0,0,,20,41,.488,.488,15,19,.789,15,25,40,2,6,9,15,33,55,0,,johnsch03
400,Chris Johnson,26,POR,C,20,0,93,11,23,.478,0,0,,11,23,.478,.478,10,12,.833,8,10,18,1,1,8,7,20,32,0,,johnsch03
400,Chris Johnson,26,NOH,C,7,0,82,9,18,.500,0,0,,9,18,.500,.500,5,7,.714,7,15,22,1,5,1,8,13,23,0,,johnsch03
401,Jason Kapono,30,LAL,SG,27,0,269,21,55,.382,8,27,.296,13,28,.464,.455,4,4,1.000,2,12,14,11,3,0,6,21,54,0,,kaponja01
402,Mike James,36,CHI,PG,11,0,120,20,49,.408,6,10,.600,14,39,.359,.469,7,8,.875,2,8,10,29,4,2,14,20,53,0,,jamesmi01
403,T.J. Ford,28,SAS,PG,14,0,191,19,43,.442,2,8,.250,17,35,.486,.465,11,14,.786,3,15,18,45,9,2,23,23,51,0,,fordtj01
404,Ronny Turiaf,29,2TM,C,17,5,279,19,33,.576,0,1,.000,19,32,.594,.576,13,22,.591,20,50,70,10,14,17,14,39,51,0,,turiaro01
404,Ronny Turiaf,29,WAS,C,4,0,58,3,3,1.000,0,0,,3,3,1.000,1.000,0,0,,1,11,12,5,6,3,6,7,6,0,,turiaro01
404,Ronny Turiaf,29,MIA,C,13,5,221,16,30,.533,0,1,.000,16,29,.552,.533,13,22,.591,19,39,58,5,8,14,8,32,45,0,,turiaro01
405,Anthony Carter,36,TOR,PG,24,0,209,17,53,.321,5,17,.294,12,36,.333,.368,8,10,.800,5,28,33,34,8,4,17,20,47,0,,cartean01
406,Armon Johnson,22,2TM,PG,9,0,124,20,43,.465,1,3,.333,19,40,.475,.477,6,6,1.000,1,12,13,11,5,0,6,9,47,0,,johnsar02
406,Armon Johnson,22,POR,PG,1,0,5,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,,0,1,1,0,1,0,1,0,2,0,,johnsar02
406,Armon Johnson,22,NJN,PG,8,0,119,19,42,.452,1,3,.333,18,39,.462,.464,6,6,1.000,1,11,12,11,4,0,5,9,45,0,,johnsar02
407,Vernon Macklin,25,DET,C,23,0,135,19,35,.543,0,0,,19,35,.543,.543,8,14,.571,14,20,34,5,4,4,3,9,46,0,,macklve01
408,Darius Morris,21,LAL,PG,19,0,169,18,42,.429,4,9,.444,14,33,.424,.476,6,9,.667,2,14,16,21,2,0,19,16,46,0,,morrida01
409,Daniel Orton,21,ORL,PF,16,2,187,17,30,.567,0,1,.000,17,29,.586,.567,11,25,.440,19,20,39,5,8,9,7,30,45,0,,ortonda01
410,Brian Cardinal,34,DAL,SF,44,0,277,14,55,.255,10,49,.204,4,6,.667,.345,5,6,.833,4,30,34,16,8,2,8,38,43,0,,cardibr01
411,Renaldo Balkman,27,NYK,SF,14,0,115,16,32,.500,2,9,.222,14,23,.609,.531,8,11,.727,6,20,26,5,4,3,6,14,42,0,,balkmre01
412,Tony Battie,35,PHI,C,27,11,295,19,51,.373,0,1,.000,19,50,.380,.373,4,4,1.000,8,59,67,16,4,6,4,26,42,0,,battito01
413,Juwan Howard,38,MIA,PF,28,0,190,17,55,.309,0,0,,17,55,.309,.309,8,10,.800,18,29,47,10,4,1,20,18,42,0,,howarju01
414,Jerome Jordan,25,NYK,C,21,0,108,17,33,.515,0,0,,17,33,.515,.515,8,10,.800,14,13,27,4,1,6,2,15,42,0,,jordaje01
415,Jamaal Magloire,33,TOR,C,34,1,374,17,45,.378,0,0,,17,45,.378,.378,7,27,.259,25,88,113,6,4,10,22,66,41,0,,magloja01
416,Marcus Morris,22,HOU,PF,17,0,126,16,54,.296,2,17,.118,14,37,.378,.315,6,8,.750,5,11,16,3,2,2,4,12,40,0,,morrima03
417,Sean Williams,25,2TM,C,11,0,107,14,22,.636,0,0,,14,22,.636,.636,12,13,.923,13,12,25,5,4,8,10,18,40,0,,willise01
417,Sean Williams,25,DAL,C,8,0,65,12,16,.750,0,0,,12,16,.750,.750,5,6,.833,9,4,13,2,1,5,7,14,29,0,,willise01
417,Sean Williams,25,BOS,C,3,0,42,2,6,.333,0,0,,2,6,.333,.333,7,7,1.000,4,8,12,3,3,3,3,4,11,0,,willise01
418,Earl Boykins,35,HOU,PG,8,0,111,12,36,.333,2,9,.222,10,27,.370,.361,13,15,.867,0,11,11,17,1,0,7,5,39,0,,boykiea01
419,Jason Collins,33,ATL,C,30,10,308,16,40,.400,0,0,,16,40,.400,.400,7,15,.467,12,36,48,10,4,3,10,34,39,0,,collija04
420,Eric Maynor,24,OKC,PG,9,0,137,14,39,.359,6,17,.353,8,22,.364,.436,4,4,1.000,3,10,13,22,5,0,11,13,38,0,,maynoer01
421,Jon Brockman,24,MIL,PF,35,0,239,15,45,.333,0,1,.000,15,44,.341,.333,7,15,.467,33,42,75,9,4,1,10,33,37,0,,brockjo01
422,Lazar Hayward,25,OKC,SF,26,0,141,13,38,.342,4,14,.286,9,24,.375,.395,7,12,.583,2,14,16,4,3,1,9,18,37,0,,haywala01
423,Julyan Stone,23,DEN,SG,22,2,179,13,31,.419,2,11,.182,11,20,.550,.452,8,11,.727,5,20,25,37,8,6,11,18,36,0,,stoneju01
424,Brad Miller,35,MIN,C,15,1,146,9,27,.333,7,15,.467,2,12,.167,.463,10,12,.833,4,15,19,24,4,2,12,10,35,0,,millebr01
425,Hasheem Thabeet,24,2TM,C,20,3,139,11,21,.524,0,0,,11,21,.524,.524,13,20,.650,16,26,42,0,1,10,8,20,35,0,,thabeha01
425,Hasheem Thabeet,24,HOU,C,5,0,23,3,3,1.000,0,0,,3,3,1.000,1.000,0,0,,1,6,7,0,0,2,0,5,6,0,,thabeha01
425,Hasheem Thabeet,24,POR,C,15,3,116,8,18,.444,0,0,,8,18,.444,.444,13,20,.650,15,20,35,0,1,8,8,15,29,0,,thabeha01
