Team,Pos,Age,G,GS,MP,WS,WS/48,BPM,VORP,LEBRON,O-LEBRON,D-LEBRON,WAR,Season_End_Year,All_NBA_Target
2TM,C,24.0,45.0,14.0,524.0,0.6,0.053,-4.7,-0.3,-3.19,-3.25,0.06,-0.31,2011,0
2TM,PF,30.0,35.0,4.0,466.0,0.3,0.029,-3.1,-0.1,-2.39,-2.64,0.24,-0.03,2011,0
PHO,PG,36.0,75.0,75.0,2497.0,7.9,0.153,3.2,3.3,2.95,3.81,-0.87,8.77,2011,0
SAS,SG,26.0,80.0,1.0,1685.0,3.5,0.099,-0.3,0.7,-0.86,0.97,-1.82,1.62,2011,0
ORL,PG,28.0,76.0,76.0,2319.0,6.6,0.136,1.1,1.8,0.53,1.14,-0.61,4.41,2011,0
CHI,C,25.0,48.0,48.0,1576.0,6.7,0.205,2.9,1.9,1.48,-0.31,1.79,4.01,2011,0
DAL,PF,32.0,73.0,73.0,2504.0,11.1,0.213,5.1,4.5,4.15,3.13,1.02,10.74,2011,2
LAL,PF,31.0,82.0,35.0,2639.0,10.1,0.184,3.5,3.7,2.86,1.63,1.22,9.12,2011,0
NOH,C,28.0,72.0,72.0,2287.0,6.5,0.136,-0.4,0.9,1.48,-0.99,2.48,5.82,2011,0
BOS,C,32.0,24.0,10.0,431.0,0.6,0.065,-4.2,-0.2,-1.53,-3.05,1.52,0.22,2011,0
BOS,C,38.0,37.0,36.0,752.0,2.7,0.174,0.3,0.4,1.28,-0.8,2.09,1.81,2011,0
NJN,SF,26.0,82.0,55.0,2358.0,0.8,0.016,-3.5,-0.9,-2.67,-1.45,-1.22,-0.58,2011,0
ATL,C,26.0,79.0,7.0,1244.0,3.1,0.118,-2.8,-0.2,-1.38,-1.18,-0.2,0.76,2011,0
CLE,SF,35.0,72.0,65.0,2091.0,1.5,0.034,-2.0,0.0,-0.81,-1.03,0.22,2.08,2011,0
SAS,PG,28.0,78.0,78.0,2528.0,8.2,0.156,1.8,2.4,0.85,0.61,0.25,5.36,2011,0
HOU,PF,21.0,52.0,6.0,868.0,2.4,0.134,0.3,0.5,-1.16,-0.96,-0.2,0.66,2011,0
NOH,PG,25.0,80.0,80.0,2880.0,13.9,0.232,7.1,6.7,6.76,4.35,2.41,16.84,2011,1
2TM,C,26.0,29.0,24.0,742.0,1.0,0.063,-3.0,-0.2,-1.2,-2.61,1.41,0.54,2011,0
NJN,C,25.0,77.0,1.0,893.0,0.4,0.024,-4.7,-0.6,-2.23,-3.34,1.11,0.04,2011,0
BOS,SF,33.0,80.0,80.0,2774.0,11.6,0.201,4.6,4.6,4.75,2.94,1.81,12.94,2011,0
NOH,SF,22.0,66.0,6.0,734.0,0.9,0.06,-2.3,-0.1,-2.85,-2.06,-0.79,-0.27,2011,0
IND,SF,34.0,49.0,0.0,839.0,1.0,0.056,-2.0,0.0,-0.36,-1.07,0.71,1.09,2011,0
ATL,PF,28.0,54.0,0.0,653.0,-0.2,-0.012,-7.3,-0.9,-4.63,-3.2,-1.43,-0.98,2011,0
UTA,SG,27.0,59.0,0.0,717.0,-0.7,-0.048,-6.3,-0.8,-2.24,-2.16,-0.08,0.02,2011,0
DET,SF,30.0,78.0,78.0,2562.0,3.3,0.062,-0.8,0.7,-0.26,1.09,-1.35,3.5,2011,0
2TM,C,31.0,36.0,9.0,519.0,0.5,0.046,-4.8,-0.4,-2.72,-3.19,0.46,-0.15,2011,0
MEM,PF,29.0,75.0,74.0,2724.0,10.5,0.185,2.6,3.2,2.71,3.12,-0.41,9.14,2011,1
2TM,SG,30.0,80.0,80.0,2715.0,6.9,0.123,1.7,2.5,0.25,0.82,-0.57,4.65,2011,0
ORL,SF,30.0,57.0,19.0,955.0,1.3,0.067,-1.5,0.1,-0.37,-0.42,0.05,1.23,2011,0
MIN,PG,29.0,71.0,66.0,2159.0,4.0,0.089,0.0,1.1,-0.77,-0.19,-0.58,2.21,2011,0
2TM,PG,26.0,59.0,11.0,1013.0,1.1,0.051,-2.6,-0.2,-1.35,-0.24,-1.11,0.64,2011,0
BOS,PG,24.0,68.0,68.0,2527.0,6.6,0.126,3.1,3.2,1.96,0.89,1.07,7.23,2011,0
CHI,PG,22.0,81.0,81.0,3026.0,13.1,0.208,6.8,6.7,3.77,4.29,-0.52,12.24,2011,3
POR,SG,26.0,47.0,23.0,1310.0,2.1,0.077,-0.2,0.6,-0.62,0.36,-0.98,1.47,2011,0
IND,SG,25.0,67.0,21.0,1754.0,2.6,0.07,-0.8,0.5,-2.38,-1.66,-0.72,-0.1,2011,0
MIL,SG,31.0,73.0,70.0,2554.0,4.3,0.081,-0.3,1.1,-0.89,-2.03,1.15,2.41,2011,0
CLE,PF,22.0,37.0,10.0,701.0,0.0,0.002,-5.8,-0.7,-2.36,-2.16,-0.2,-0.03,2011,0
MIL,C,22.0,60.0,12.0,872.0,1.0,0.057,-3.5,-0.3,-2.44,-4.36,1.93,-0.08,2011,0
HOU,PF,30.0,74.0,74.0,2412.0,5.5,0.11,-0.4,1.0,2.27,1.56,0.72,7.4,2011,0
OKC,SG,26.0,79.0,79.0,2049.0,4.1,0.097,0.6,1.3,0.68,-0.73,1.42,4.11,2011,0
CLE,PG,24.0,81.0,38.0,2133.0,4.4,0.099,0.3,1.3,-1.19,0.6,-1.78,1.58,2011,0
LAC,PF,27.0,48.0,0.0,586.0,1.5,0.12,-1.1,0.1,-1.09,-0.79,-0.31,0.47,2011,0
2TM,PG,22.0,43.0,3.0,442.0,-0.1,-0.016,-5.0,-0.3,-2.27,-1.28,-0.99,0.01,2011,0
NOH,C,24.0,77.0,6.0,1102.0,1.6,0.07,-3.5,-0.4,-1.99,-2.26,0.27,0.22,2011,0
ATL,PF,25.0,77.0,77.0,2645.0,6.4,0.116,2.8,3.2,2.14,-0.33,2.46,7.88,2011,0
PHI,C,23.0,64.0,1.0,734.0,1.7,0.11,-3.0,-0.2,-1.4,-1.69,0.29,0.44,2011,0
SAS,C,26.0,60.0,6.0,738.0,2.3,0.149,-0.8,0.2,-0.31,-0.63,0.32,0.98,2011,0
DET,PG,24.0,70.0,54.0,2183.0,5.0,0.111,0.2,1.2,0.54,2.14,-1.6,4.16,2011,0
2TM,SG,24.0,34.0,8.0,483.0,0.1,0.014,-3.6,-0.2,-2.31,-0.99,-1.32,0.0,2011,0
ATL,PG,22.0,70.0,7.0,963.0,1.7,0.083,0.5,0.6,-0.38,-0.6,0.22,1.24,2011,0
MIN,PG,25.0,37.0,8.0,711.0,0.1,0.008,-3.5,-0.3,-1.81,-0.51,-1.3,0.23,2011,0
DAL,SG,33.0,82.0,10.0,2564.0,5.3,0.1,0.9,1.9,0.88,2.15,-1.27,5.48,2011,0
CHI,PF,38.0,52.0,37.0,1178.0,3.2,0.131,-0.6,0.4,-1.12,-2.88,1.76,0.93,2011,0
CHA,C,24.0,41.0,2.0,861.0,1.8,0.103,-0.6,0.3,1.17,-1.04,2.21,2.01,2011,0
SAC,PF,24.0,75.0,39.0,1748.0,2.9,0.079,-2.2,-0.1,-0.43,-0.73,0.31,2.19,2011,0
2TM,SG,23.0,73.0,23.0,1775.0,3.5,0.095,1.0,1.3,-0.33,0.62,-0.94,2.34,2011,0
MIN,SF,25.0,65.0,4.0,1362.0,3.3,0.115,0.0,0.7,-0.01,-0.25,0.25,2.09,2011,0
NYK,C,28.0,64.0,21.0,1141.0,3.2,0.134,1.4,1.0,0.28,-2.05,2.33,1.97,2011,0
PHI,SG,22.0,78.0,14.0,1797.0,2.3,0.06,-2.2,-0.1,-1.88,-1.85,-0.03,0.5,2011,0
GSW,C,23.0,58.0,18.0,1030.0,0.7,0.032,-3.8,-0.5,-0.16,-2.32,2.16,1.48,2011,0
SAC,PG,28.0,79.0,64.0,2734.0,7.2,0.126,0.5,1.7,-0.33,0.21,-0.53,3.61,2011,0
NJN,PG,22.0,42.0,0.0,438.0,0.5,0.054,-0.6,0.2,-0.78,0.16,-0.94,0.44,2011,0
DET,PF,26.0,76.0,11.0,1666.0,3.1,0.091,-0.4,0.7,-1.26,-0.13,-1.13,1.15,2011,0
MIA,SG,29.0,76.0,76.0,2823.0,12.8,0.218,6.6,6.1,5.09,4.4,0.69,13.74,2011,2
NYK,SG,23.0,61.0,1.0,784.0,1.1,0.069,-1.8,0.0,-0.66,-0.51,-0.15,0.86,2011,0
DET,C,36.0,54.0,49.0,1238.0,1.9,0.072,0.0,0.6,-0.16,-2.49,2.33,1.77,2011,0
WAS,PG,20.0,69.0,64.0,2606.0,2.2,0.041,-0.8,0.8,-1.56,-0.43,-1.12,1.28,2011,0
PHO,PF,28.0,80.0,6.0,1416.0,3.4,0.116,-1.0,0.3,-1.17,0.14,-1.31,1.06,2011,0
CHI,PG,26.0,82.0,1.0,1091.0,2.1,0.093,-0.3,0.5,0.0,-0.82,0.82,1.69,2011,0
UTA,PG,31.0,80.0,13.0,1567.0,1.0,0.03,-2.1,-0.1,0.39,0.32,0.07,2.83,2011,0
MIN,SF,24.0,46.0,1.0,1094.0,1.8,0.077,-1.3,0.2,-2.06,-0.26,-1.8,0.17,2011,0
TOR,SF,24.0,59.0,28.0,1413.0,-0.4,-0.013,-4.6,-0.9,-3.72,-1.76,-1.95,-1.31,2011,0
OKC,PG,22.0,82.0,82.0,2847.0,9.4,0.159,4.2,4.4,1.36,2.31,-0.94,7.01,2011,2
NOH,PF,30.0,70.0,70.0,2451.0,7.8,0.152,2.8,3.0,1.36,0.78,0.58,6.02,2011,0
BOS,PG,27.0,24.0,2.0,453.0,0.9,0.093,1.8,0.4,-2.17,-1.71,-0.46,0.04,2011,0
DET,PF,28.0,57.0,29.0,995.0,2.8,0.133,-1.4,0.2,0.25,0.38,-0.12,1.7,2011,0
ATL,SF,31.0,52.0,0.0,676.0,1.5,0.104,-1.0,0.2,-1.63,-1.48,-0.16,0.3,2011,0
2TM,PG,26.0,65.0,65.0,2465.0,7.3,0.142,3.0,3.1,2.07,3.68,-1.61,7.23,2011,0
2TM,PG,35.0,27.0,0.0,295.0,0.2,0.031,-1.6,0.0,0.07,0.22,-0.15,0.47,2011,0
CLE,SF,27.0,26.0,1.0,391.0,-0.5,-0.067,-6.8,-0.5,-2.58,-2.04,-0.54,-0.07,2011,0
PHI,SG,24.0,75.0,0.0,1747.0,5.1,0.141,2.3,1.9,0.33,2.14,-1.81,3.09,2011,0
2TM,PG,28.0,58.0,56.0,1788.0,1.0,0.026,-2.4,-0.2,-0.79,0.01,-0.8,1.8,2011,0
ATL,SF,24.0,65.0,52.0,1865.0,4.0,0.102,-0.8,0.6,-1.0,-0.75,-0.25,1.61,2011,0
GSW,SF,24.0,80.0,9.0,1626.0,3.7,0.109,-0.2,0.7,-1.01,0.81,-1.83,1.39,2011,0
2TM,PF,27.0,59.0,38.0,911.0,1.9,0.102,-2.7,-0.2,-2.23,-2.2,-0.03,0.04,2011,0
NYK,PF,24.0,64.0,11.0,1323.0,2.5,0.089,-0.7,0.4,-1.58,-0.43,-1.15,0.63,2011,0
2TM,SG,23.0,21.0,0.0,290.0,-0.6,-0.096,-6.0,-0.3,-0.81,-0.77,-0.04,0.29,2011,0
2TM,PF,23.0,37.0,2.0,379.0,0.8,0.099,-1.4,0.1,-0.68,-0.92,0.25,0.41,2011,0
GSW,SF,25.0,82.0,82.0,3147.0,5.8,0.088,0.8,2.2,-0.04,0.14,-0.18,4.77,2011,0
TOR,SF,23.0,52.0,6.0,766.0,0.6,0.038,0.0,0.4,-0.41,-1.33,0.92,0.97,2011,0
WAS,SG,25.0,64.0,40.0,2034.0,2.8,0.065,-1.3,0.4,-1.92,-0.32,-1.61,0.5,2011,0
MEM,SF,25.0,78.0,46.0,1577.0,2.9,0.088,-0.9,0.5,-0.52,-0.65,0.13,1.88,2011,0
PHI,PF,22.0,82.0,1.0,2135.0,6.2,0.139,1.0,1.6,1.14,0.84,0.3,4.93,2011,0
DEN,SG,26.0,62.0,62.0,2086.0,5.3,0.121,0.1,1.1,-0.58,0.49,-1.08,2.37,2012,0
PHI,PF,22.0,41.0,15.0,624.0,1.6,0.124,-1.7,0.0,-1.02,-2.4,1.38,0.52,2012,0
BOS,SG,36.0,46.0,42.0,1565.0,4.7,0.145,2.2,1.6,-0.95,-0.4,-0.55,1.38,2012,0
MEM,SG,30.0,58.0,57.0,1525.0,4.2,0.131,1.7,1.4,2.01,-0.35,2.37,4.48,2012,0
NOH,SF,21.0,66.0,21.0,1477.0,1.4,0.044,-2.2,-0.1,-0.47,-1.65,1.18,1.8,2012,0
IND,PF,29.0,60.0,0.0,753.0,1.0,0.062,-4.0,-0.4,-0.99,-2.21,1.23,0.65,2012,0
TOR,SF,29.0,17.0,12.0,461.0,0.3,0.032,-3.0,-0.1,-2.46,-1.32,-1.14,-0.07,2012,0
DEN,C,33.0,32.0,1.0,486.0,1.9,0.183,2.3,0.5,2.14,-0.75,2.9,1.47,2012,0
SAS,SG,22.0,51.0,2.0,603.0,0.5,0.04,-4.1,-0.3,-0.77,-0.3,-0.47,0.61,2012,0
ORL,PF,23.0,61.0,61.0,1964.0,8.9,0.219,4.0,3.0,3.72,4.13,-0.42,8.0,2012,0
NYK,SF,27.0,55.0,55.0,1876.0,6.2,0.16,3.6,2.7,1.98,1.87,0.1,5.46,2012,1
MIA,C,29.0,64.0,51.0,1349.0,3.4,0.122,-0.5,0.5,-0.4,-2.17,1.77,1.71,2012,0
MEM,PG,30.0,17.0,0.0,211.0,0.4,0.088,-1.3,0.0,-0.8,-0.01,-0.78,0.21,2012,0
NOH,SF,26.0,41.0,41.0,1350.0,2.2,0.078,1.3,1.1,-0.38,-0.47,0.1,1.73,2012,0
LAL,SF,32.0,64.0,45.0,1720.0,2.6,0.073,-0.7,0.6,0.01,-0.23,0.24,2.66,2012,0
CHA,PG,24.0,48.0,46.0,1408.0,0.5,0.018,-2.5,-0.2,-2.62,0.62,-3.25,-0.37,2012,0
POR,SF,22.0,40.0,4.0,537.0,0.7,0.064,-2.3,0.0,-2.4,-0.95,-1.45,-0.06,2012,0
2TM,SG,29.0,64.0,0.0,1382.0,1.7,0.06,-1.2,0.3,-1.55,-0.08,-1.47,0.65,2012,0
MIN,PG,27.0,41.0,11.0,1032.0,1.2,0.056,-1.0,0.3,-1.06,0.31,-1.36,0.83,2012,0
TOR,C,26.0,31.0,31.0,1032.0,2.2,0.104,1.1,0.8,0.06,1.08,-1.02,1.63,2012,0
LAL,SF,31.0,63.0,16.0,1440.0,4.3,0.142,1.6,1.3,1.05,0.66,0.39,3.27,2012,0
BOS,PF,26.0,59.0,39.0,1868.0,4.7,0.122,-1.0,0.5,-0.73,-1.09,0.37,1.94,2012,0
MIA,SF,33.0,65.0,10.0,1499.0,3.3,0.104,0.9,1.1,1.19,0.33,0.86,3.55,2012,0
PHI,C,35.0,27.0,11.0,295.0,0.5,0.076,-2.9,-0.1,-0.91,-2.39,1.48,0.27,2012,0
POR,SF,23.0,59.0,34.0,1791.0,4.8,0.127,2.5,2.0,-0.66,0.88,-1.54,1.95,2012,0
TOR,PG,23.0,31.0,11.0,705.0,2.0,0.139,1.7,0.6,-0.37,0.92,-1.29,0.91,2012,0
MIN,SF,23.0,47.0,7.0,1087.0,0.5,0.022,-2.1,0.0,-1.79,-0.64,-1.15,0.33,2012,0
DAL,PG,23.0,53.0,12.0,1151.0,2.2,0.092,1.3,1.0,1.13,0.97,0.17,2.68,2012,0
NOH,SG,25.0,66.0,55.0,1966.0,2.9,0.071,-1.2,0.4,-2.56,-0.38,-2.18,-0.44,2012,0
UTA,SG,35.0,34.0,33.0,796.0,1.1,0.069,-2.5,-0.1,-3.09,-1.25,-1.85,-0.46,2012,0
NYK,PG,33.0,39.0,4.0,557.0,0.7,0.061,-1.9,0.0,-0.92,-1.0,0.08,0.5,2012,0
LAC,SG,35.0,20.0,20.0,607.0,1.7,0.135,0.9,0.4,1.81,1.76,0.05,1.7,2012,0
CHA,C,19.0,63.0,41.0,1455.0,0.6,0.019,-4.6,-1.0,-3.15,-3.97,0.82,-0.9,2012,0
LAL,PG,31.0,53.0,5.0,1237.0,1.0,0.04,-2.5,-0.2,-0.73,0.01,-0.74,1.28,2012,0
WAS,PF,25.0,26.0,13.0,626.0,-0.1,-0.011,-4.8,-0.4,-1.92,-1.67,-0.24,0.13,2012,0
LAC,PG,22.0,40.0,1.0,464.0,0.2,0.022,-1.6,0.0,0.11,-0.86,0.97,0.75,2012,0
MIL,C,27.0,12.0,12.0,364.0,0.5,0.062,0.5,0.2,1.21,-1.56,2.77,0.87,2012,0
SAS,PF,31.0,65.0,2.0,1326.0,4.0,0.143,2.6,1.5,2.51,2.11,0.41,4.34,2012,0
WAS,PF,24.0,50.0,32.0,1261.0,3.0,0.113,-0.8,0.4,-1.2,-0.32,-0.88,0.9,2012,0
CHI,PF,30.0,66.0,66.0,1948.0,7.6,0.187,2.7,2.3,1.06,-0.01,1.06,4.43,2012,0
MIA,PF,27.0,57.0,57.0,2007.0,6.9,0.165,0.8,1.4,2.39,0.57,1.81,6.4,2012,0
BOS,PG,21.0,64.0,28.0,1368.0,2.4,0.085,-1.7,0.1,-0.63,-1.33,0.7,1.51,2012,0
PHI,C,32.0,60.0,60.0,1732.0,6.1,0.168,1.6,1.6,2.0,-0.56,2.56,5.07,2012,0
DEN,SF,25.0,59.0,17.0,1287.0,2.3,0.085,-0.1,0.6,0.38,0.66,-0.28,2.33,2012,0
CHI,SG,26.0,66.0,43.0,1635.0,3.9,0.113,0.7,1.1,1.02,-0.09,1.11,3.68,2012,0
CHA,SF,24.0,65.0,17.0,1443.0,2.3,0.076,-1.5,0.2,-3.32,-0.85,-2.47,-1.06,2012,0
PHO,SG,26.0,59.0,19.0,1400.0,1.6,0.054,-1.0,0.3,-2.76,-0.65,-2.1,-0.5,2012,0
LAL,SG,33.0,58.0,58.0,2232.0,6.2,0.132,3.3,2.9,2.03,3.16,-1.13,6.58,2012,3
HOU,SF,23.0,58.0,9.0,1298.0,3.0,0.111,1.2,1.0,-0.73,0.28,-1.01,1.34,2012,0
UTA,SG,20.0,59.0,0.0,939.0,1.5,0.076,-2.0,0.0,-1.22,0.5,-1.71,0.65,2012,0
LAC,SF,31.0,63.0,63.0,1871.0,2.3,0.059,-2.0,0.0,0.29,0.82,-0.53,3.26,2012,0
TOR,SF,32.0,34.0,14.0,453.0,-0.2,-0.022,-4.6,-0.3,-2.44,-2.29,-0.15,-0.06,2012,0
LAL,C,24.0,60.0,60.0,2112.0,8.0,0.183,2.9,2.6,1.82,0.46,1.36,5.92,2012,2
DET,PG,29.0,36.0,0.0,514.0,-0.2,-0.022,-5.1,-0.4,-1.62,-0.96,-0.66,0.21,2012,0
2TM,C,37.0,59.0,53.0,1352.0,3.6,0.127,2.2,1.4,1.93,-0.33,2.26,3.89,2012,0
CHA,SG,31.0,53.0,2.0,596.0,-0.6,-0.051,-7.4,-0.8,-2.69,-1.7,-0.99,-0.18,2012,0
DAL,SG,35.0,61.0,40.0,1542.0,2.9,0.09,0.1,0.8,1.66,0.18,1.48,4.15,2012,0
CLE,SF,23.0,65.0,35.0,1341.0,1.2,0.044,-2.2,-0.1,-2.7,-1.91,-0.79,-0.43,2012,0
MIA,PG,25.0,64.0,64.0,1825.0,4.3,0.112,0.4,1.1,0.7,-0.38,1.08,3.71,2012,0
NYK,C,29.0,62.0,62.0,2061.0,9.5,0.22,2.3,2.2,2.15,-0.18,2.33,6.23,2012,1
DEN,SF,24.0,8.0,6.0,215.0,-0.1,-0.021,-4.6,-0.1,-0.66,-0.98,0.32,0.23,2012,0
PHO,SF,28.0,34.0,0.0,491.0,0.9,0.092,-0.2,0.2,-0.76,-0.61,-0.16,0.5,2012,0
ORL,PF,24.0,45.0,1.0,559.0,0.3,0.027,-4.9,-0.4,-3.1,-3.89,0.79,-0.33,2012,0
MIA,PG,23.0,65.0,2.0,1260.0,0.0,0.0,-6.3,-1.4,-3.4,-2.28,-1.12,-0.99,2012,0
IND,PG,24.0,60.0,56.0,1878.0,3.8,0.098,-0.2,0.9,-0.63,0.12,-0.75,2.08,2012,0
ATL,C,33.0,30.0,10.0,308.0,0.2,0.025,-6.1,-0.3,-2.81,-3.0,0.19,-0.12,2012,0
OKC,PF,31.0,63.0,0.0,1307.0,3.5,0.13,0.2,0.7,-0.15,-0.08,-0.07,1.87,2012,0
MEM,PG,24.0,62.0,61.0,2174.0,6.4,0.141,2.4,2.4,2.46,1.54,0.92,7.04,2012,0
OKC,SG,24.0,57.0,22.0,989.0,1.6,0.078,-1.3,0.2,-0.25,0.22,-0.47,1.35,2012,0
POR,PG,31.0,60.0,6.0,1613.0,2.3,0.069,-0.2,0.7,-1.23,1.19,-2.42,1.11,2012,0
WAS,SG,23.0,64.0,32.0,1753.0,1.1,0.029,-1.7,0.1,-2.23,1.26,-3.49,0.0,2012,0
MEM,PF,24.0,64.0,5.0,1124.0,3.4,0.147,0.8,0.8,-0.58,-0.94,0.36,1.28,2012,0
GSW,PG,23.0,26.0,23.0,732.0,2.2,0.144,4.3,1.2,2.91,2.07,0.85,2.59,2012,0
HOU,C,30.0,65.0,45.0,1446.0,4.1,0.137,0.1,0.7,1.33,-1.06,2.39,3.57,2012,0
BOS,SG,31.0,38.0,0.0,484.0,0.1,0.008,-3.1,-0.1,-1.75,-1.97,0.22,0.16,2012,0
NYK,PG,32.0,29.0,14.0,595.0,0.2,0.014,-2.1,0.0,-0.5,-0.2,-0.31,0.71,2012,0
TOR,PF,22.0,66.0,9.0,1534.0,3.9,0.121,-0.3,0.7,-2.22,-2.69,0.47,0.01,2012,0
ORL,PF,26.0,61.0,13.0,1427.0,1.7,0.057,-3.2,-0.4,-0.71,-0.74,0.03,1.49,2012,0
DET,SF,23.0,41.0,4.0,603.0,-0.6,-0.05,-5.0,-0.5,-1.9,-2.56,0.66,0.14,2012,0
MIL,SF,29.0,54.0,53.0,1537.0,2.4,0.075,-0.1,0.8,-0.35,-0.46,0.12,2.0,2012,0
CHI,SF,26.0,54.0,54.0,2129.0,5.8,0.132,1.7,2.0,1.8,-0.24,2.04,5.94,2012,0
2TM,PF,29.0,57.0,35.0,1424.0,0.6,0.019,-1.8,0.1,-0.89,-1.42,0.53,1.31,2012,0
BOS,SG,31.0,46.0,2.0,662.0,0.6,0.042,-4.3,-0.4,-4.89,-2.47,-2.42,-1.15,2012,0
NYK,PG,25.0,38.0,9.0,656.0,-0.6,-0.046,-5.6,-0.6,-2.01,-0.9,-1.1,0.1,2012,0
PHO,SG,26.0,65.0,60.0,2020.0,5.1,0.121,1.2,1.7,1.19,1.61,-0.42,4.78,2012,0
ORL,PG,29.0,63.0,9.0,1226.0,1.3,0.051,-1.8,0.1,-2.36,-2.49,0.13,-0.11,2012,0
SAS,C,35.0,58.0,58.0,1634.0,5.9,0.174,3.3,2.2,4.8,1.28,3.52,7.8,2012,0
MIL,SF,31.0,55.0,3.0,1445.0,4.4,0.146,1.4,1.3,0.76,1.29,-0.53,2.99,2012,0
OKC,SF,23.0,66.0,66.0,2546.0,12.2,0.23,7.0,5.8,3.96,3.85,0.11,10.78,2012,3
LAL,SG,22.0,24.0,12.0,396.0,0.3,0.033,-4.2,-0.2,-1.18,-1.37,0.18,0.28,2012,0
MIN,SG,24.0,51.0,4.0,973.0,0.8,0.041,-2.8,-0.2,-1.49,-0.75,-0.74,0.49,2012,0
2TM,SG,26.0,58.0,58.0,2120.0,2.6,0.059,-0.3,0.9,-0.19,1.04,-1.23,2.98,2012,0
CLE,C,25.0,28.0,9.0,333.0,0.4,0.057,-4.8,-0.2,-1.57,-2.19,0.61,0.15,2012,0
WAS,SF,33.0,24.0,0.0,343.0,0.3,0.041,-3.6,-0.1,-1.62,-0.84,-0.78,0.14,2012,0
LAC,PF,31.0,56.0,0.0,771.0,1.3,0.079,-3.7,-0.3,-2.4,-2.65,0.25,-0.09,2012,0
SAC,SG,22.0,63.0,61.0,2162.0,2.7,0.059,-0.6,0.8,-1.66,0.04,-1.7,0.84,2012,0
DEN,PF,22.0,46.0,39.0,1037.0,4.6,0.212,2.2,1.1,1.13,0.96,0.17,2.41,2012,0
NJN,PG,25.0,39.0,5.0,831.0,1.8,0.104,0.4,0.5,-2.69,0.55,-3.23,-0.26,2012,0
UTA,PF,20.0,65.0,9.0,1376.0,3.0,0.105,-1.1,0.3,0.68,-0.24,0.92,2.77,2012,0
POR,PG,27.0,60.0,56.0,1906.0,1.7,0.042,-1.5,0.2,0.65,0.92,-0.27,3.8,2012,0
NYK,SG,23.0,66.0,62.0,1894.0,3.4,0.085,0.0,1.0,1.22,0.04,1.18,4.52,2012,0
2TM,PG,37.0,63.0,43.0,1508.0,1.2,0.038,-3.3,-0.5,-0.64,-1.15,0.51,1.66,2012,0
2TM,PG,22.0,29.0,1.0,416.0,0.1,0.012,-4.8,-0.3,-1.87,0.25,-2.12,0.1,2012,0
TOR,SG,26.0,48.0,2.0,713.0,0.8,0.053,-1.0,0.2,-2.07,-0.49,-1.59,0.08,2012,0
LAC,SG,28.0,65.0,48.0,1682.0,3.2,0.092,0.2,0.9,-0.77,0.11,-0.88,1.69,2012,0
SAC,PG,22.0,61.0,7.0,1135.0,0.3,0.012,-3.4,-0.4,-2.48,0.4,-2.89,-0.19,2012,0
PHO,PF,28.0,64.0,59.0,1669.0,3.7,0.106,0.9,1.2,1.9,1.19,0.71,4.77,2012,0
NJN,SG,25.0,57.0,12.0,793.0,1.0,0.059,0.3,0.5,0.18,0.05,0.13,1.32,2012,0
DEN,SF,23.0,43.0,40.0,1351.0,3.9,0.14,1.8,1.3,3.58,2.12,1.46,5.39,2012,0
BOS,C,35.0,60.0,60.0,1864.0,6.9,0.178,4.3,2.9,3.39,0.99,2.39,7.19,2012,0
MEM,C,27.0,65.0,65.0,2370.0,8.2,0.166,3.1,3.1,4.18,0.64,3.54,10.38,2012,0
LAL,PF,31.0,65.0,65.0,2430.0,8.3,0.165,3.4,3.3,3.58,1.49,2.08,9.68,2012,0
MEM,SF,25.0,65.0,65.0,2422.0,6.0,0.12,1.9,2.4,0.46,0.19,0.27,4.51,2012,0
CLE,SG,24.0,63.0,31.0,1827.0,2.4,0.063,-1.4,0.3,-2.03,-1.22,-0.81,0.25,2012,0
IND,SG,21.0,66.0,66.0,1958.0,6.0,0.148,3.4,2.7,3.14,0.87,2.27,7.23,2012,0
CLE,SG,25.0,35.0,7.0,916.0,0.5,0.028,-2.2,-0.1,-1.15,-0.57,-0.58,0.68,2012,0
CHI,PF,26.0,63.0,0.0,1284.0,4.5,0.167,0.8,0.9,2.99,-0.07,3.06,4.62,2012,0
LAC,SF,29.0,32.0,2.0,425.0,-0.2,-0.021,-6.0,-0.4,-3.13,-2.63,-0.51,-0.26,2012,0
MIL,C,30.0,56.0,46.0,1469.0,3.6,0.116,1.0,1.1,-1.82,0.07,-1.89,0.41,2012,0
DET,SG,28.0,52.0,21.0,1398.0,1.7,0.058,-1.7,0.1,-2.03,-0.75,-1.28,0.19,2012,0
NOH,SG,23.0,9.0,9.0,310.0,0.7,0.115,1.9,0.3,2.25,2.82,-0.57,0.96,2012,0
PHO,C,27.0,66.0,66.0,2114.0,7.6,0.172,2.2,2.3,2.8,1.21,1.59,7.33,2012,0
LAL,SG,23.0,40.0,0.0,419.0,0.1,0.011,-5.0,-0.3,-3.89,-1.54,-2.35,-0.46,2012,0
IND,SF,28.0,62.0,62.0,2062.0,6.7,0.155,2.9,2.5,2.43,2.63,-0.2,6.64,2012,0
TOR,C,27.0,49.0,40.0,813.0,1.4,0.082,-3.5,-0.3,-1.97,-2.71,0.75,0.15,2012,0
SAS,SG,24.0,66.0,38.0,1522.0,4.5,0.142,3.0,1.9,1.89,0.34,1.55,4.34,2012,0
NJN,SF,26.0,31.0,2.0,781.0,1.2,0.072,0.2,0.4,-0.53,-0.35,-0.18,0.92,2012,0
