Team,Pos,Age,G,GS,MP,WS,WS/48,BPM,VORP,LEBRON,O-LEBRON,D-LEBRON,WAR,Season_End_Year,All_NBA_Target
ORL,SG,30.0,63.0,0.0,1448.0,0.3,0.011,-3.7,-0.6,-3.8087119159758367,-1.431258332947726,-2.3774535830281107,-1.270865541411387,2022,0
CHO,SG,27.0,73.0,73.0,2458.0,5.9,0.115,1.7,2.3,0.5364827976404138,1.5546437041995034,-1.0181609065590895,4.641850995771796,2022,0
CLE,PG,31.0,34.0,8.0,970.0,1.3,0.064,0.2,0.5,1.028393349557189,0.3487928837705276,0.6796004657866614,2.140439363598727,2022,0
MIN,PG,25.0,65.0,65.0,2077.0,4.4,0.101,0.8,1.4,0.9570501586484236,1.7445154039276225,-0.7874652452791988,4.485822572091604,2022,0
2TM,PF,25.0,62.0,61.0,2136.0,7.1,0.159,4.1,3.2,2.381354124554828,0.5399945374926133,1.8413595870622144,6.559752662294158,2022,0
OKC,C,22.0,22.0,2.0,421.0,1.0,0.117,-4.0,-0.2,-1.4030263054911756,-2.2657143682166887,0.862688062725513,0.2678212307264704,2022,0
ORL,SF,24.0,38.0,1.0,469.0,0.3,0.027,-5.4,-0.4,-2.835803162284245,-2.457126395084559,-0.3786767671996853,-0.1285671864533654,2022,0
2TM,PG,28.0,64.0,29.0,1837.0,2.9,0.076,-1.9,0.0,-0.9266949445654298,-0.7567440922553483,-0.1699508523100814,1.7324060822174692,2022,0
CLE,SG,23.0,11.0,11.0,316.0,-0.1,-0.009,-4.1,-0.2,-1.9177786491948807,-0.8345417873088816,-1.0832368618859995,0.0970958010114872,2022,0
PHO,SG,24.0,69.0,14.0,1437.0,2.6,0.085,-1.2,0.3,-0.8561554506642737,-0.639915224904207,-0.2162402257600666,1.4205144088218555,2022,0
BRK,PF,20.0,32.0,8.0,391.0,1.2,0.152,-2.8,-0.1,-0.0687224700400151,0.4285474539205622,-0.4972699239605773,0.5849092919967491,2022,0
TOR,PF,27.0,68.0,68.0,2578.0,8.1,0.151,3.5,3.6,2.001871722390911,1.278049759990612,0.7238219624002993,7.295785784129591,2022,1
POR,SG,22.0,57.0,30.0,1681.0,1.9,0.055,-0.7,0.5,-1.4583698038125976,1.2467683275641588,-2.7051381313767564,1.009912799342528,2022,0
NYK,PF,23.0,41.0,5.0,555.0,1.5,0.128,-1.7,0.0,-0.8307063268286414,-2.3769008638862044,1.546194537057563,0.5576580863720634,2022,0
BOS,PG,27.0,71.0,71.0,2296.0,5.6,0.116,0.5,1.5,1.5027404858255915,0.6338455782595374,0.8688949075660543,5.764889628844883,2022,0
POR,PG,24.0,37.0,4.0,638.0,0.4,0.031,-1.7,0.1,-0.3283688400149445,-1.0798536153244993,0.7514847753095548,0.8487124274799669,2022,0
2TM,PG,33.0,65.0,1.0,1126.0,0.5,0.023,-2.9,-0.2,-1.9553118172616013,-1.591806809772345,-0.3635050074892562,0.3185199042191238,2022,0
2TM,PF,21.0,51.0,8.0,925.0,2.8,0.145,-0.5,0.3,0.3011415950527142,0.5296883374610954,-0.2285467424083812,1.6048676552991366,2022,0
2TM,SG,30.0,53.0,12.0,823.0,0.4,0.023,-4.2,-0.5,-2.468127198436786,-2.015825896680867,-0.4523013017559194,-0.0351366948032025,2022,0
2TM,SG,31.0,46.0,1.0,814.0,0.8,0.048,-3.2,-0.2,-1.3856280693751664,-0.2774371661216215,-1.1081909032535449,0.5270158118882173,2022,0
CLE,PF,24.0,63.0,13.0,1015.0,1.6,0.078,-2.9,-0.2,-2.1136201236986847,-2.111373625078551,-0.0022464986201337,0.184756609783842,2022,0
DET,C,20.0,71.0,71.0,1816.0,3.4,0.091,-3.3,-0.6,-0.991773918843106,-2.138877597879256,1.1471036790361493,1.6357537300578049,2022,0
MIA,SF,25.0,68.0,16.0,1587.0,3.6,0.11,0.9,1.2,-0.2683609517380819,-0.0576675619941206,-0.2106933897439613,2.1711743412387827,2022,0
ORL,PG,20.0,48.0,45.0,1307.0,-1.6,-0.06,-5.6,-1.2,-2.1803706898359136,-2.472626632409328,0.2922559425734142,0.1824472095306726,2022,0
IND,PG,28.0,32.0,11.0,566.0,-0.5,-0.04,-6.9,-0.7,-2.757890323317046,-1.999651237490672,-0.7582390858263743,-0.1276208949924731,2022,0
HOU,PF,26.0,78.0,77.0,2056.0,3.0,0.071,-1.8,0.1,-0.794774265214998,-0.6642872462479934,-0.1304870189670046,2.113891737758455,2022,0
BOS,SF,23.0,76.0,76.0,2731.0,9.6,0.169,5.0,4.8,4.326880563534591,3.334101170601073,0.9927793929335178,11.67680126063607,2022,3
IND,PF,22.0,33.0,7.0,714.0,2.4,0.16,-0.6,0.2,-1.1064969730136274,-0.0024241698747462,-1.1040728031388811,0.5902535886638802,2022,0
NOP,SG,35.0,59.0,16.0,1098.0,0.8,0.037,-2.5,-0.1,-2.310481450469438,-2.0228895302780776,-0.2875919201913601,0.0626735154441616,2022,0
2TM,C,29.0,47.0,27.0,977.0,1.9,0.093,-2.1,0.0,-1.0196838993209227,-1.6568275190200468,0.637143619699124,0.862936943590647,2022,0
BRK,SG,20.0,67.0,2.0,1176.0,0.8,0.033,-3.4,-0.4,-2.1899686861136565,-0.6560195492804669,-1.5339491368331897,0.1570459338451122,2022,0
3TM,PG,32.0,22.0,1.0,333.0,0.2,0.026,-4.5,-0.2,-1.1235842198723804,-0.1026407766505632,-1.0209434432218172,0.2719303405383708,2022,0
CHI,SG,27.0,40.0,0.0,459.0,0.6,0.058,-2.6,-0.1,-1.3061569935160242,-0.6014358862287725,-0.7047211072872517,0.3209301804390134,2022,0
GSW,SG,31.0,32.0,32.0,941.0,1.8,0.091,1.1,0.7,0.6864724686532351,1.606593979714506,-0.920121511061271,1.8680255426591816,2022,0
3TM,C,30.0,57.0,6.0,897.0,1.6,0.087,-3.1,-0.3,0.1636275881528972,0.064948589099348,0.0986789990535491,1.4765341357875643,2022,0
PHI,SG,24.0,66.0,50.0,1685.0,3.7,0.107,1.1,1.3,0.0710281478514682,-1.6574220329892695,1.7284501808407378,2.6757694215892545,2022,0
MEM,C,23.0,36.0,3.0,461.0,0.6,0.058,-2.7,-0.1,-1.692445874681462,-1.874048582500945,0.1816027078194828,0.2076206326473139,2022,0
NYK,PF,23.0,72.0,10.0,1230.0,3.9,0.153,2.0,1.2,1.1843537918541878,1.1108326436508646,0.0735211482033231,2.836140328717649,2022,0
GSW,SF,28.0,73.0,6.0,994.0,2.0,0.098,-0.8,0.3,0.3328035095768943,-0.8954613832129891,1.2282648927898834,1.746366911500723,2022,0
MIN,C,26.0,74.0,74.0,2476.0,10.3,0.199,5.0,4.4,3.2250992472380235,3.141429429962756,0.0836698172752677,8.914418300181524,2022,1
TOR,SG,23.0,70.0,69.0,2448.0,5.6,0.11,0.2,1.3,0.7372337743529755,0.5494905692295831,0.1877432051233924,4.940538785662962,2022,0
MIA,PF,36.0,71.0,70.0,1981.0,5.0,0.121,0.6,1.3,0.4972328849847275,-0.8820195041793292,1.379252389164057,3.690957104148953,2022,0
IND,C,25.0,42.0,42.0,1235.0,3.1,0.12,1.4,1.1,2.668549794855117,-0.5904801525518674,3.2590299474069844,4.016059494552554,2022,0
NOP,C,29.0,74.0,74.0,2240.0,7.3,0.156,1.9,2.2,1.444593720894222,0.3634657855966871,1.0811279352975347,5.541786302827965,2022,0
MIN,PF,22.0,74.0,67.0,1880.0,6.0,0.153,0.2,1.1,0.1267661037169752,-0.6417549022275726,0.7685210059445479,3.0533193080720213,2022,0
SAS,SF,21.0,71.0,32.0,1937.0,3.3,0.082,-0.5,0.7,-0.0188879119299703,-0.3495566017552512,0.3306686898252808,2.9623103017786803,2022,0
MIA,PG,25.0,68.0,27.0,1589.0,2.5,0.076,-1.4,0.2,-0.7887335060842595,-0.9091648913660884,0.1204313852818288,1.6393295140989694,2022,0
CHI,C,31.0,73.0,73.0,2418.0,4.5,0.09,0.9,1.8,1.6216821723880956,0.2495227047065585,1.372159467681537,6.255117602129409,2022,0
CLE,PF,25.0,51.0,28.0,980.0,2.3,0.111,-0.6,0.4,-0.3662631289198244,-1.5650335801050992,1.1987704511852748,1.2787730650669122,2022,0
ORL,SF,20.0,79.0,79.0,2429.0,4.0,0.079,-0.7,0.8,-0.5580009572514659,-0.5092619967243937,-0.0487389605270722,2.8682535842304326,2022,0
ORL,C,24.0,63.0,3.0,960.0,2.8,0.138,1.6,0.9,0.0834415818317915,0.4942354946936676,-0.410793912861876,1.531023602070798,2022,0
NYK,PG,31.0,37.0,37.0,948.0,1.8,0.093,0.4,0.6,-0.8313546821335585,-0.3808776537466048,-0.4504770283869537,0.9518186968558404,2022,0
2TM,PG,32.0,23.0,2.0,320.0,0.0,0.004,-5.8,-0.3,-1.7706450674662992,-1.6178628533399149,-0.1527822141263842,0.1280861615285373,2022,0
IND,PG,21.0,48.0,7.0,968.0,0.0,-0.002,-4.7,-0.7,-2.3364642410360763,-0.5085747008793957,-1.8278895401566808,0.0392964456688385,2022,0
CHO,C,23.0,65.0,28.0,1768.0,3.4,0.091,-0.1,0.9,0.1461571036756603,-0.0538827691252618,0.2000398728009221,2.892887913594923,2022,0
TOR,SF,27.0,38.0,4.0,445.0,0.7,0.075,-2.0,0.0,-1.1816982217055236,-1.280082931550378,0.0983847098448541,0.3467659021206379,2022,0
POR,SF,21.0,48.0,10.0,869.0,1.9,0.104,-1.7,0.1,-2.352143399904791,-1.4085565124254305,-0.9435868874793604,0.0266567317402998,2022,0
LAL,PG,33.0,78.0,78.0,2678.0,1.7,0.03,-1.6,0.2,-0.9536011028716782,0.4817481077638372,-1.4353492106355157,2.4783235158426984,2022,0
CHI,PG,21.0,61.0,17.0,1675.0,2.4,0.067,-2.1,0.0,-1.482371957269747,0.2595272038353943,-1.741899161105141,0.9804054648496004,2022,0
2TM,SG,27.0,75.0,52.0,2199.0,5.1,0.111,0.9,1.6,0.8010482330513584,0.5673466019067284,0.2337016311446301,4.528286199801833,2022,0
UTA,C,32.0,65.0,8.0,1162.0,5.8,0.238,2.1,1.2,3.0131012703992743,0.6163902882911994,2.396710982108075,4.031571923780635,2022,0
OKC,SG,23.0,50.0,35.0,1209.0,1.2,0.048,-4.3,-0.7,-2.303704548205052,-1.8921598624609592,-0.4115446857440921,0.0741606596879514,2022,0
GSW,SF,26.0,73.0,73.0,2329.0,5.1,0.105,0.4,1.4,0.6939168182725084,0.2425349907748606,0.4513818274976477,4.63645617913627,2022,0
POR,PG,22.0,24.0,16.0,640.0,-0.5,-0.037,-5.7,-0.6,-1.82723443313044,-0.2221656439480782,-1.6050687891823616,0.2332286825409896,2022,0
BOS,PF,23.0,77.0,21.0,1875.0,5.1,0.13,-0.4,0.8,-1.2228016506979662,-1.7532994537572737,0.5304978030593072,1.4102598979589904,2022,0
OKC,SF,27.0,49.0,0.0,1072.0,1.8,0.081,-0.3,0.5,-0.5864754272423004,-1.3329264782492358,0.7464510510069354,1.246466244879863,2022,0
ATL,PG,35.0,56.0,0.0,799.0,0.6,0.034,-3.4,-0.3,-1.5823473504328094,-0.2112801287847677,-1.3710672216480415,0.4164082084110366,2022,0
CHI,PF,20.0,17.0,9.0,422.0,0.9,0.099,-1.5,0.0,-1.6387449208336935,-1.5658092813548452,-0.0729356394788486,0.2048805603329685,2022,0
MEM,SF,20.0,62.0,31.0,1346.0,2.2,0.08,-3.0,-0.3,-2.115878899111413,-1.1513167607385133,-0.9645621383729002,0.2431922877707137,2022,0
2TM,PF,25.0,48.0,11.0,774.0,0.8,0.048,-1.7,0.1,0.2755125689866194,-0.5666623288905521,0.8421748978771716,1.332282264936942,2022,0
HOU,C,26.0,68.0,67.0,2094.0,4.9,0.112,1.6,1.9,-0.1476039805320082,0.2240462823045723,-0.3716502628365806,3.027817618335912,2022,0
ATL,SG,29.0,77.0,8.0,1452.0,3.6,0.121,2.2,1.6,0.6093351424321205,-0.4540227769510504,1.0633579193831708,2.811412024920044,2022,0
2TM,PF,33.0,52.0,1.0,845.0,2.2,0.126,2.2,0.9,-0.344434275062202,-1.1819711141330176,0.8375368390708156,1.1147127222825033,2022,0
ATL,PG,23.0,76.0,76.0,2652.0,10.0,0.181,5.2,4.8,3.5544841202325923,5.092545704904349,-1.5380615846717571,10.090189917186072,2022,1
MIA,C,23.0,56.0,12.0,706.0,2.1,0.145,-1.0,0.2,0.8107829494364056,-0.4547053301123957,1.2654882795488014,1.4588660194927634,2022,0
POR,C,29.0,27.0,0.0,355.0,1.1,0.143,-2.1,0.0,-0.5130628673101266,-0.5329663971867877,0.0199035298766611,0.4289562033363914,2022,0
LAC,C,24.0,76.0,76.0,1852.0,7.2,0.187,0.7,1.3,0.6486178762066378,-0.9087595122888368,1.5573773884954745,3.631642229438727,2022,0
TOR,C,23.0,55.0,12.0,1140.0,2.2,0.093,-2.3,-0.1,-1.6541637428637603,-1.199188219149814,-0.4549755237139462,0.5711361852594121,2023,0
MEM,C,29.0,42.0,42.0,1133.0,3.4,0.144,0.6,0.7,1.846248207628536,0.4360983654778688,1.4101498421506669,3.062801437388881,2023,0
MIA,C,25.0,75.0,75.0,2598.0,7.4,0.137,1.5,2.3,1.6614102115110971,-0.0767815327569471,1.7381917442680443,6.721445229301185,2023,0
UTA,SG,22.0,59.0,22.0,1209.0,1.3,0.053,-3.0,-0.3,-2.2108396178021543,-0.7929752148050255,-1.417864402997129,0.186342172702708,2023,0
MEM,PF,22.0,77.0,20.0,1682.0,4.6,0.13,0.5,1.1,0.5503171242903901,-0.5896306029803384,1.1399477272707286,3.176916487527727,2023,0
2TM,SG,24.0,59.0,3.0,884.0,1.1,0.062,-0.9,0.2,-1.672287293461996,-1.4736596602775305,-0.1986276331844656,0.4325657902699309,2023,0
MIL,SG,27.0,72.0,70.0,1972.0,5.1,0.123,0.1,1.0,0.244293946421049,-0.41346864010126,0.657762586522309,3.344209237418364,2023,0
CLE,C,24.0,68.0,68.0,2220.0,9.5,0.205,2.4,2.4,1.694196237425368,-0.2018053139775841,1.896001551402952,5.789144633942724,2023,0
NOP,PG,24.0,61.0,10.0,1310.0,1.8,0.066,-1.2,0.3,0.1096522028104065,-0.3612869257276362,0.4709391285380427,2.1101639252330058,2023,0
MIN,PF,29.0,69.0,46.0,1957.0,5.1,0.125,2.5,2.2,0.6605280336712573,-0.5938682722845268,1.254396305955784,3.831773152493632,2023,0
MIL,PF,28.0,63.0,63.0,2024.0,8.6,0.204,8.5,5.4,6.094739081567837,5.21931816461476,0.8754209169530766,10.571865840584758,2023,3
ORL,PG,22.0,60.0,4.0,1552.0,3.7,0.116,1.3,1.3,0.232130612417177,0.8967758748114818,-0.6646452623943048,2.6197389165571923,2023,0
WAS,SF,22.0,76.0,40.0,2020.0,2.3,0.054,-2.3,-0.1,-0.8676678716595625,-1.89671373480212,1.0290458631425576,2.00899170731651,2023,0
PHO,C,24.0,67.0,67.0,2035.0,6.2,0.147,0.9,1.5,0.436640061757916,-0.4987800811217569,0.9354201428796728,3.6990604701876095,2023,0
2TM,C,24.0,49.0,7.0,769.0,2.2,0.139,0.5,0.5,-0.26443987875124,-0.6164293373869228,0.3519894586356829,1.0563866804486606,2023,0
ORL,PF,20.0,72.0,72.0,2430.0,2.4,0.047,-1.5,0.3,-0.4804813693367888,-0.4643627377395383,-0.0161186315972506,3.00904840854179,2023,0
MEM,SG,24.0,58.0,58.0,1841.0,5.8,0.151,3.5,2.5,1.9859525893070025,2.016968414216295,-0.0310158249092924,5.136957527714363,2023,0
SAS,PF,19.0,28.0,0.0,408.0,0.7,0.082,-4.6,-0.3,-1.9420676414221687,-2.3062263398699594,0.3641586984477906,0.1308911718494948,2023,0
SAC,PF,30.0,82.0,82.0,2662.0,6.5,0.118,-1.0,0.7,0.9216862474100508,0.9360346077217084,-0.0143483603116577,5.651376631298951,2023,0
TOR,SF,21.0,77.0,76.0,2678.0,5.0,0.09,0.4,1.6,1.879863246690422,0.3483412324724908,1.531522014217931,7.292158984908148,2023,0
2TM,SG,32.0,56.0,2.0,993.0,0.4,0.021,-2.6,-0.2,-1.6308888716159975,-1.190322219387391,-0.4405666522286067,0.5117103640088193,2023,0
SAS,C,22.0,35.0,2.0,508.0,1.3,0.123,0.7,0.3,0.2427766684447148,-1.250124908909492,1.4929015773542067,0.8607993374299608,2023,0
SAS,PF,27.0,67.0,42.0,1452.0,2.7,0.089,-0.6,0.5,-0.7286560269458808,-0.7981770749959489,0.069521048050068,1.5714490777311545,2023,0
LAC,PF,34.0,78.0,19.0,1709.0,3.6,0.101,0.5,1.0,0.1319813155337286,-0.4771419813179898,0.6091232968517184,2.777813403320089,2023,0
2TM,C,22.0,43.0,1.0,616.0,1.0,0.078,-1.0,0.2,-0.635554419576351,-1.6998012831421192,1.0642468635657685,0.7027673711567165,2023,0
WAS,SG,29.0,50.0,50.0,1673.0,3.4,0.099,1.8,1.6,1.2295969927530652,1.9621696733652665,-0.732572680612201,3.875496154921776,2023,0
2TM,SG,26.0,81.0,27.0,2093.0,1.4,0.032,-2.0,0.0,-2.532353460038218,-0.9772858981702712,-1.555067561867946,-0.0936635827904944,2023,0
2TM,SG,34.0,67.0,67.0,1816.0,3.0,0.079,-1.2,0.3,0.2802429089215832,-1.4593182548240158,1.739561163745599,3.121829194670139,2023,0
2TM,SF,23.0,77.0,37.0,2129.0,3.9,0.087,-0.3,0.9,-0.1622805530795855,0.8290803975542147,-0.9913609506338004,3.063560533128111,2023,0
2TM,C,23.0,38.0,1.0,457.0,1.3,0.141,0.3,0.3,0.8455268925969515,-0.1788907364071284,1.0244176290040798,0.94787017805425,2023,0
PHO,C,30.0,61.0,14.0,874.0,1.9,0.102,-0.9,0.2,-0.0402891193701702,-2.2268440368654017,2.1865549174952315,1.325286400268883,2023,0
ATL,SG,30.0,54.0,9.0,1508.0,2.8,0.088,0.5,0.9,-0.7785732282200528,0.8934579385394579,-1.6720311667595107,1.5846494057792249,2023,0
DET,PF,33.0,59.0,59.0,1893.0,3.5,0.09,0.8,1.4,-0.605494195816612,0.8706323621821839,-1.476126557998796,2.1949329272006475,2023,0
ORL,PF,23.0,70.0,33.0,1505.0,2.3,0.072,-0.9,0.4,-0.8637020573849987,-2.063804154714241,1.2001020973292424,1.500699910217261,2023,0
PHO,SG,26.0,53.0,53.0,1835.0,6.0,0.157,4.2,2.9,2.633112882156254,3.5489499239387623,-0.9158370417825084,5.85545318536338,2023,0
TOR,PF,30.0,76.0,0.0,1523.0,5.0,0.156,-0.1,0.7,1.124589576050354,0.5143121302763857,0.6102774457739681,3.428608512143312,2023,0
CHO,SG,22.0,34.0,0.0,515.0,-0.4,-0.04,-6.5,-0.6,-3.2556857581612624,-2.099453255384298,-1.1562325027769642,-0.2513725543538948,2023,0
SAS,SG,19.0,66.0,32.0,1550.0,-0.1,-0.004,-5.2,-1.3,-3.299283145552573,-1.8727606228412608,-1.4265225227113127,-0.7966821032390818,2023,0
DEN,SG,21.0,76.0,6.0,1181.0,1.9,0.079,-2.4,-0.1,-2.3325567584361435,-2.306374116012907,-0.0261826424232361,0.0929529774090519,2023,0
2TM,SG,26.0,83.0,83.0,2963.0,7.5,0.121,1.7,2.8,1.253826870264055,1.0079769077721992,0.2458499624918557,6.90917763148882,2023,0
IND,PF,24.0,65.0,2.0,1083.0,1.1,0.05,-3.2,-0.3,-0.7414216703797196,-0.5301230640879728,-0.2112986062917468,1.1631083007922682,2023,0
BOS,PG,30.0,67.0,0.0,1744.0,5.8,0.161,2.8,2.1,0.8581984105856546,1.1253082985473644,-0.2671098879617097,3.632302799873517,2023,0
MEM,SF,27.0,73.0,73.0,2214.0,1.6,0.034,-3.9,-1.1,-0.4452084465678301,-0.7946870284877093,0.3494785819198793,2.7915080219412283,2023,0
DEN,SF,26.0,80.0,31.0,2280.0,4.3,0.09,-0.5,0.9,-0.5959468623637283,-0.4349958277470908,-0.1609510346166374,2.65696058855864,2023,0
BOS,SF,26.0,67.0,67.0,2405.0,5.0,0.1,1.3,2.0,0.5964335841289797,0.7723372656680998,-0.17590368153912,4.612869266583545,2023,2
LAL,SF,23.0,76.0,45.0,1860.0,2.9,0.075,-1.0,0.5,-1.6141349002405083,-1.1137196465184886,-0.5004152537220197,0.9778425450481286,2023,0
NYK,PG,26.0,68.0,68.0,2379.0,8.7,0.175,3.9,3.5,1.596239116633364,2.6516778510109376,-1.0554387343775735,6.05737793195489,2023,0
2TM,C,25.0,59.0,26.0,1081.0,4.1,0.183,0.6,0.7,-0.1722249350089254,-0.3828844280061504,0.2106594929972249,1.5496975544433933,2023,0
DET,SG,31.0,51.0,8.0,1122.0,2.5,0.109,1.2,0.9,-0.1218521256102978,0.6234502145703935,-0.7453023401806913,1.6440454477563202,2023,0
MIA,PF,23.0,18.0,0.0,240.0,0.8,0.169,0.8,0.2,-0.8547767617899862,-1.193686078504817,0.3389093167148308,0.2406301960724876,2023,0
DEN,SG,29.0,76.0,76.0,2381.0,4.5,0.091,-1.0,0.6,1.1901462390448634,-0.0429119696067624,1.233058208651626,5.457193477518049,2023,0
DEN,PF,25.0,60.0,9.0,889.0,1.7,0.093,-1.8,0.0,-2.583535022132253,-1.5584448653049157,-1.0250901568273374,-0.06783576412353,2023,0
ATL,C,28.0,65.0,63.0,1730.0,7.2,0.201,2.2,1.8,1.9972132595544536,0.5310089270731552,1.4662043324812988,4.838563828339233,2023,0
MIL,PG,27.0,81.0,39.0,1810.0,3.5,0.092,-0.6,0.6,-0.3699562805995801,-1.049626111011012,0.6796698304114318,2.369686865898922,2023,0
ORL,C,23.0,57.0,54.0,1690.0,4.6,0.13,1.0,1.3,0.21342034138462,-0.8633646295381345,1.0767849709227546,2.832447597048214,2023,0
CHI,PG,28.0,67.0,36.0,1575.0,3.6,0.109,1.1,1.2,1.5982219778060716,-1.1561949604910302,2.7544169382971018,4.013568506535569,2023,0
2TM,SF,21.0,17.0,3.0,320.0,0.4,0.061,-3.3,-0.1,-1.3712586188839129,-0.3360048549371461,-1.0352537639467667,0.2170202101891141,2023,0
HOU,SG,21.0,64.0,2.0,786.0,0.0,-0.001,-4.3,-0.5,-2.8811579166476893,-1.4331790555101998,-1.4479788611374895,-0.2037433788663766,2023,0
LAL,SG,19.0,41.0,3.0,512.0,0.6,0.058,-3.1,-0.1,-2.4481560548112697,-2.2730824064884145,-0.1750736483228553,0.0036998299620339,2023,0
MEM,PF,26.0,56.0,8.0,1090.0,4.5,0.199,2.5,1.3,-0.9973202795040866,-0.962720139983956,-0.0346001395201306,0.9949848551315698,2023,0
UTA,SG,30.0,61.0,61.0,1988.0,1.7,0.042,-1.4,0.3,-1.3867127972958162,1.027841252482487,-2.414554049778303,1.3286366610101987,2023,0
BRK,C,23.0,76.0,76.0,2271.0,9.2,0.195,3.1,2.9,2.977661997265984,0.7099009412678987,2.2677610559980854,7.723570796950717,2023,0
LAC,SF,25.0,50.0,9.0,625.0,0.4,0.033,-5.0,-0.5,-3.232219509935524,-1.6802620012825598,-1.551957508652964,-0.2959620127143166,2023,0
ATL,PF,25.0,71.0,71.0,2130.0,4.2,0.095,-1.3,0.4,-0.4895242346888319,-1.2989976663804346,0.8094734316916027,2.6252967819543653,2023,0
SAS,C,25.0,63.0,26.0,1441.0,2.2,0.074,-0.2,0.6,-1.5367397033123686,-1.440713596383344,-0.0960261069290246,0.8272890774448665,2023,0
2TM,PG,35.0,67.0,66.0,2029.0,5.5,0.13,0.9,1.5,1.8796193628527984,1.775442685703498,0.1041766771493005,5.523075255129974,2023,0
MIL,SF,30.0,61.0,33.0,1443.0,2.5,0.085,-1.0,0.3,-1.0235688961448055,-0.6651771308860788,-0.3583917652587266,1.29302519631655,2023,0
LAC,PF,32.0,48.0,0.0,779.0,1.9,0.117,1.7,0.7,0.2575126824083448,-0.7574720370546454,1.0149847194629902,1.3268307148931078,2023,0
PHO,PF,32.0,79.0,60.0,1948.0,4.0,0.098,-0.6,0.7,-0.9591981097546648,-1.512329567040498,0.553131457285833,1.8246496301640889,2023,0
MIL,PF,32.0,18.0,3.0,340.0,1.2,0.165,1.2,0.3,-0.6733505941097797,-0.771579682543428,0.0982290884336482,0.3793529443770191,2023,0
DET,PG,21.0,12.0,12.0,400.0,-0.1,-0.018,-0.7,0.1,0.3750703081900944,0.5327051905697221,-0.1576348823796276,0.7117257828319348,2023,0
BRK,SG,32.0,61.0,7.0,1211.0,1.8,0.07,-2.1,0.0,-1.8863839014419288,-0.617448463516069,-1.2689354379258595,0.4308770133241198,2023,0
GSW,PG,34.0,56.0,56.0,1941.0,7.8,0.192,7.5,4.7,3.720915834371915,3.8898090976755846,-0.1688932633036697,7.477656438706789,2023,2
NOP,PG,19.0,59.0,11.0,1042.0,1.3,0.061,-1.8,0.0,-1.6589101752456503,-2.5047211387541664,0.8458109635085158,0.5187258821824979,2023,0
LAL,C,29.0,56.0,54.0,1904.0,9.0,0.226,6.3,4.0,5.284773334839077,3.0961210253583533,2.188652309480724,9.083081851321948,2023,0
WAS,SG,20.0,28.0,5.0,423.0,-0.3,-0.033,-7.4,-0.6,-1.8844656401222133,-1.5293160314850076,-0.3551496086372056,0.1508780207052887,2023,0
SAC,SG,25.0,64.0,5.0,841.0,0.9,0.054,-1.5,0.1,0.0023286516841381,-0.1797352249922111,0.1820638766763492,1.297675216457648,2023,0
2TM,C,33.0,38.0,1.0,426.0,1.0,0.115,-1.6,0.0,-0.2882906866950949,-1.1484340579970702,0.8601433713019753,0.5795156821778812,2023,0
DET,SF,24.0,56.0,0.0,996.0,1.3,0.063,-1.4,0.1,-0.71641521036362,-1.2528820662980409,0.5364668559344209,1.0851576619951724,2023,0
SAS,C,33.0,31.0,1.0,358.0,0.0,0.001,-3.9,-0.2,-1.0707819854522986,-1.1091420285141365,0.0383600430618378,0.3103350961374531,2023,0
OKC,PF,19.0,39.0,1.0,569.0,0.4,0.038,-3.6,-0.2,-0.944944871917336,-0.772820662283962,-0.1721242096333738,0.537898324159266,2023,0
2TM,SG,29.0,79.0,79.0,2725.0,6.3,0.111,0.7,1.8,1.942339694573827,1.554512180813436,0.3878275137603908,7.528462534482904,2023,0
DAL,PG,23.0,66.0,66.0,2391.0,10.2,0.204,8.9,6.6,4.366648237443063,4.893072470305841,-0.5264242328627775,10.126980862223384,2023,3
OKC,SF,23.0,74.0,73.0,2272.0,2.9,0.062,-3.0,-0.6,0.2287317783183828,0.3235184166189706,-0.0947866383005877,3.831473408812257,2023,0
CHI,SG,23.0,80.0,51.0,2098.0,2.9,0.067,-2.5,-0.2,-1.89128739692102,-1.82372719795658,-0.0675601989644399,0.739992254841244,2023,0
TOR,PG,25.0,25.0,0.0,259.0,0.4,0.076,-1.9,0.0,-1.6318085136024143,-1.0221200746191306,-0.609688438983284,0.1331683821325298,2023,0
CHI,C,29.0,67.0,0.0,849.0,2.8,0.159,-0.8,0.3,1.7299178003291622,-0.370916890705155,2.100834691034317,2.2331178994383385,2023,0
IND,SF,25.0,46.0,12.0,897.0,0.0,-0.003,-4.5,-0.6,-2.1248222993265955,-0.8355461546337952,-1.2892761446928005,0.1861678396043125,2023,0
UTA,PG,28.0,22.0,3.0,568.0,1.9,0.162,2.4,0.6,0.4367845055235147,0.3781040699764443,0.0586804355470704,1.031415079363719,2023,0
2TM,PF,34.0,47.0,47.0,1672.0,6.8,0.194,7.1,3.9,3.117368343141739,2.8463851941712672,0.270983148970472,5.829050072086456,2023,0
DET,C,19.0,67.0,31.0,1670.0,4.5,0.129,-0.8,0.5,-0.7909184874714349,-0.8513517355559609,0.0604332480845259,1.741558311980836,2023,0
HOU,PF,21.0,82.0,5.0,1767.0,2.6,0.07,-1.7,0.1,-0.3087869810912337,-0.6125078207588672,0.3037208396676335,2.3799102773951333,2023,0
